expose_id;plz;region;typ;etagenzahl;wohnflaeche;kaufpreis;grundstueck;zimmer;schlafzimmer;badezimmer;baujahr;modernisierung;bauphase;objektzustand;heizungsart;energietraeger;energieausweis;energieausweistyp;energiebedarf;energieeffizienzklasse
121500618;16348;16348 Zerpenschleuse, Wandlitz;Mehrfamilienhaus;3;500;539000;746;22;8;8;1996;2020;;;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
121528357;25336;25336 Elmshorn, Pinneberg (Kreis);Besondere Immobilie;1;250;369000;480;6;4;2;2000;2018;Haus fertig gestellt;Neuwertig;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;F
121531908;23812;23812 Wahlstedt, Segeberg (Kreis);Einfamilienhaus (freistehend);2;156;219000;1241;4;3;1;1965;;;Renovierungsbedürftig;;Öl;liegt vor;Bedarfsausweis;292,3;H
121533410;16761;16761 Hennigsdorf, Oberhavel (Kreis);Einfamilienhaus (freistehend);2;130;570000;1275;4;1;2;1929;1992;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;G
121556174;13089;13089 Berlin / Heinersdorf, Berlin;Doppelhaushälfte;2;102;470000;300;4;3;1;1995;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;139,2;E
121560444;21629;21629 Neu Wulmstorf, Harburg (Kreis);Einfamilienhaus (freistehend);2;149;598000;939;6;4;2;1973;1994;Haus fertig gestellt;Gepflegt;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;D
121562371;13505;13505 Berlin-Konradshöhe, Berlin;Einfamilienhaus (freistehend);1;125;625000;740;5;4;2;1967;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;313,21;H
121562652;91350;91350 Gremsdorf, Erlangen-Höchstadt (Kreis);Einfamilienhaus (freistehend);1;137,85;539000;679;5,5;;;1980;;;;;Öl;liegt vor;Verbrauchsausweis;;D
121565092;15827;15827 Blankenfelde-Mahlow / Dahlewitz, Blankenfelde-Mahlow;Einfamilienhaus (freistehend);2;130;420000;606;6;5;2;2003;;Haus fertig gestellt;;Fußbodenheizung;Erdwärme;liegt vor;Verbrauchsausweis;;A+
121570725;21386;21386 Betzendorf-Drögeninndorf, Betzendorf;Einfamilienhaus (freistehend);2;143;499000;1314;5;;;2020;;Haus in Planung (projektiert);;;;;Bedarfsausweis;18;A+
121575013;13125;13125 Berlin, Karow;Einfamilienhaus (freistehend);2;115;279000;409;5;3;2;1928;;;;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;417,21;H
121577990;15827;15827 Blankenfelde-Mahlow, Teltow-Fläming (Kreis);Einfamilienhaus (freistehend);2;104,3;450000;911;4;3;2;1933;;;Gepflegt;Etagenheizung;Gas;liegt vor;Bedarfsausweis;165,4;F
121578612;23619;23619 Zarpen, Stormarn (Kreis);Einfamilienhaus (freistehend);1;220;519000;1111;7;2;;1907;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;196;F
121598879;23816;23816 Bebensee, Segeberg (Kreis);Mehrfamilienhaus;1;220;285000;1000;8;;;1975;2019;;;;Gas;liegt vor;Verbrauchsausweis;;B
121601563;22393;22393 Hamburg, Sasel;Bungalow;1;193;1700000;1670;3;;;1970;;;;;Gas;liegt vor;Bedarfsausweis;185;F
121602674;22393;22393 Hamburg-Sasel, Hamburg;Einfamilienhaus (freistehend);1;189;1550000;676;6;5;;2021;;;Erstbezug;Fußbodenheizung;Solar;liegt vor;Bedarfsausweis;25,7;A+
121608996;16515;16515 Oranienburg, Oberhavel (Kreis);;1;90;495000;1890;3;;1;2016;;;;Gas-Heizung;;liegt vor;Verbrauchsausweis;;D
121631092;22113;22113 Oststeinbek, Stormarn (Kreis);;1;138;529000;372;4;3;2;1995;;Haus fertig gestellt;Gepflegt;;Öl;liegt vor;Verbrauchsausweis;;E
121632302;40591;40591 Düsseldorf, Wersten;Doppelhaushälfte;3;120;679000;623;7;2;2;1922;2013;Haus fertig gestellt;Renovierungsbedürftig;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;302,78;H
121633087;22941;22941 Bargteheide, Stormarn (Kreis);Reihenmittelhaus;3;96;259000;156;4;;;1963;;;;;Strom;liegt vor;Bedarfsausweis;208,8;G
121634387;22399;22399 Hamburg, Poppenbüttel;Einfamilienhaus (freistehend);2;213;825000;830;5;4;2;2015;;;Gepflegt;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;F
121634984;23812;23812 Wahlstedt, Segeberg (Kreis);Einfamilienhaus (freistehend);1;156;249000;918;6;4;2;1976;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;252,1;H
121638113;16348;16348 Wandlitz, Barnim (Kreis);Einfamilienhaus (freistehend);2;155,82;550000;627;4;3;1;2005;;;Gepflegt;Fußbodenheizung;Gas;liegt vor;Verbrauchsausweis;;B
121638149;13503;13503 Berlin, Heiligensee;Einfamilienhaus (freistehend);2;135,83;879750;922;9;3;2;1976;2000;Haus fertig gestellt;Gepflegt;Öl-Heizung;Öl;;Bedarfsausweis;195,73;G
121640608;15344;15344 Strausberg, Märkisch-Oderland (Kreis);Einfamilienhaus (freistehend);1;105;195000;830;3;;1;1930;2007;Haus fertig gestellt;Modernisiert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
121640807;16515;16515 Zühlsdorf, Oranienburg;Einfamilienhaus (freistehend);2;185;472500;2669;5;3;1;1932;;;Gepflegt;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;C
121644288;22419;22419 Hamburg, Langenhorn;Einfamilienhaus (freistehend);2;148,17;675000;465;6;4;2;1984;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
121663630;21614;21614 Buxtehude, Stade (Kreis);Reihenmittelhaus;2;119;299000;154;4;3;;1973;;;Renovierungsbedürftig;;Strom;liegt vor;Bedarfsausweis;150,2;E
121695728;15366;15366 Neuenhagen bei Berlin, Märkisch-Oderland (Kreis);Einfamilienhaus (freistehend);3;175,5;689500;996;4,5;3;2;1936;2004;Haus fertig gestellt;;Zentralheizung;Erdgas schwer;liegt vor;Verbrauchsausweis;;E
121702823;13503;13503 Berlin, Heiligensee;Einfamilienhaus (freistehend);2;160;569000;861;5;3;1;1971;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;H
121725660;15537;15537 Oder-Spree-Erkner, Oder-Spree (Kreis);Einfamilienhaus (freistehend);2;147;595000;1333;6,5;5;2;1928;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;162;F
121728838;16515;16515 Oberhavel-Oranienburg, Oberhavel (Kreis);Einfamilienhaus (freistehend);2;167;745000;1422;4;3;2;2015;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;63,2;B
121736545;21279;21279 Drestedt, Harburg (Kreis);Einfamilienhaus (freistehend);4;355;799000;1305;12;7;6;1998;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;141;E
121737347;94405;94405 Landau, Landau an der Isar;Einfamilienhaus (freistehend);4;208;595000;1120;10;;;1977;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;178,4;F
121742291;21423;21423 Winsen, Winsen (Luhe);Wohnimmobilie (sonstige);4;288;745000;1300;6;3;;1976;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;196;F
121746431;16540;16540 Hohen Neuendorf, Oberhavel (Kreis);;1;200;799000;714;8;4;2;1996;2018;;Gepflegt;Fußbodenheizung;Öl;liegt vor;Verbrauchsausweis;;D
121771380;12353;12353 Berlin-Buckow, Gropiusstadt;Bungalow;1;117;525000;450;3;2;2;1967;;Haus fertig gestellt;Gepflegt;Zentralheizung;Fernwärme;liegt vor;Bedarfsausweis;227,5;G
121772885;21629;21629 Neu Wulmstorf, Harburg (Kreis);Einfamilienhaus (freistehend);1;180;395000;850;6;5;4;1968;;Haus fertig gestellt;;Zentralheizung;Holzpellets;liegt vor;Bedarfsausweis;217,7;G
121775132;21255;21255 Tostedt, Harburg (Kreis);Wohnimmobilie (sonstige);1;281;560000;1257;8;5;4;unbekannt;;;Gepflegt;Öl-Heizung;Öl;liegt vor;Verbrauchsausweis;;C
121779120;12623;12623 Berlin / Mahlsdorf-Süd, Mahlsdorf;Reihenmittelhaus;1;106;430000;179;5;4;1;2018;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;54;B
121799400;22149;22149 Hamburg, Rahlstedt;Reihenmittelhaus;2;102;409000;169;4;;;1954;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;178,8;F
121800102;16515;16515 Oranienburg, Oberhavel (Kreis);Einfamilienhaus (freistehend);2;82;330000;1075;2;1;1;1967;;;Gepflegt;Nachtspeicheröfen;Strom;liegt vor;Verbrauchsausweis;;E
121806680;15827;15827 Blankenfelde-Mahlow, Teltow-Fläming (Kreis);Einfamilienhaus (freistehend);2;138,06;529900;530;4;1;1;2019;;Haus fertig gestellt;Erstbezug;Fußbodenheizung;Gas;liegt vor;Bedarfsausweis;54,4;B
121817300;21397;21397 Barendorf, Lüneburg (Kreis);Einfamilienhaus (freistehend);2;276;599000;915;5;3;2;2008;;;Neuwertig;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;B
121837139;16540;16540 Hohen Neuendorf, Oberhavel (Kreis);Einfamilienhaus (freistehend);2;125;549000;616;6;;;2016;;Haus fertig gestellt;Neuwertig;Wärmepumpe;Bioenergie;liegt vor;Verbrauchsausweis;;A+
121843100;14513;14513 Teltow, Potsdam-Mittelmark (Kreis);Einfamilienhaus (freistehend);2;146;690000;519;5;4;2;2001;;;Gepflegt;Fußbodenheizung;Gas;liegt vor;Verbrauchsausweis;;D
121846237;13055;13055 Berlin, Alt-Hohenschönhausen, Berlin;Reiheneckhaus;3;110,96;565000;188;5;4;1;2017;2017;Haus fertig gestellt;Neuwertig;Fernwärme;Fernwärme;liegt vor;Verbrauchsausweis;;A
121863655;21335;21335 Lüneburg, Oedeme;Mehrfamilienhaus;3;186,8;570000;815;6;;2;1992;;Haus fertig gestellt;Gepflegt;;Gas;liegt vor;Bedarfsausweis;192,5;F
121864418;16548;16548 Glienicke, Glienicke/Nordbahn;Einfamilienhaus (freistehend);3;145;980000;1300;5;3;2;2008;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
121867615;25361;25361 Süderau, Steinburg (Kreis);Einfamilienhaus (freistehend);3;173;598000;1397;6;4;2;2017;;;Neuwertig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;35,4;A
121869172;16348;16348 Basdorf, Wandlitz;Einfamilienhaus (freistehend);2;161;515000;779;6;4;2;1998;1998;Haus fertig gestellt;Gepflegt;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;G
121869823;16321;16321 Bernau, Bernau bei Berlin;Einfamilienhaus (freistehend);2;160,67;625555,55;758;4;3;2;2014;;;;Gas-Heizung;;;Verbrauchsausweis;;C
121873529;24558;24558 Henstedt-Ulzburg, Segeberg (Kreis);Reihenmittelhaus;3;115;379000;223;4;;1;1986;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;94,4;C
121874415;13059;13059 Wartenberg, Berlin;Einfamilienhaus (freistehend);3;133;559000;316;5;;;2020;;;Neuwertig;Wärmepumpe;;liegt vor;Bedarfsausweis;47,9;A
121882342;13503;13503 Berlin, Heiligensee;Einfamilienhaus (freistehend);2;160;539000;437;5;4;2;1986;2012;Haus fertig gestellt;Renovierungsbedürftig;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;D
121898870;22559;22559 Hamburg, Rissen;Wohnimmobilie (sonstige);2;119,58;648000;205;5;4;1;1988;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
121899823;23619;23619 Zarpen, Stormarn (Kreis);Einfamilienhaus (freistehend);2;135;335000;300;4;3;2;1879;2020;Haus fertig gestellt;Gepflegt;Fußbodenheizung;Öl;liegt vor;Bedarfsausweis;188;F
121907994;25462;25462 Rellingen, Pinneberg (Kreis);Bungalow;1;116;449900;592;3,5;2;2;1972;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;181,5;F
121957258;12623;12623 Berlin, Mahlsdorf;Einfamilienhaus (freistehend);1;116;599000;640;3,5;2;1;1993;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
121959995;12247;12247 Berlin, Lankwitz;Reihenmittelhaus;2;112;475000;209;4;3;1;1980;2020;;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;C
121962134;22307;22307 Hamburg, Barmbek-Nord;Reihenmittelhaus;3;123;1070000;0;4;3;1;2009;;;Gepflegt;Fußbodenheizung;Erdwärme;liegt vor;Verbrauchsausweis;;B
121963480;13465;13465 Berlin-Frohnau, Berlin;Einfamilienhaus (freistehend);2;135;850000;884;7;4;2;1995;;;;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;F
121966831;25469;25469 Halstenbek, Pinneberg (Kreis);Reihenmittelhaus;2;135;465000;279;5;3;1;1977;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;331;H
121967858;15366;15366 Neuenhagen, Neuenhagen bei Berlin;Einfamilienhaus (freistehend);2;123,22;292000;453;5;4;2;1998;;;;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;C
121970163;21635;21635 Jork / Königreich, Jork;Einfamilienhaus (freistehend);2;231;959000;783;7,5;4;3;1994;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
121970522;22119;22119 Hamburg, Billstedt;Einfamilienhaus (freistehend);2;123,4;795000;481;5;3;3;1998;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;F
121971582;12683;12683 Berlin, Biesdorf;Mehrfamilienhaus;2;230;786000;1200;5;2;3;1936;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;234,7;G
121989366;13407;13407 Berlin, Reinickendorf (Ortsteil);Reihenmittelhaus;2;87,54;399000;185;4;2;1;1959;2006;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;F
121993994;21149;21149 Hamburg, Neugraben-Fischbek;Reihenmittelhaus;2;80;320000;131;3,5;;1;1963;2017;Haus fertig gestellt;Modernisiert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;156,1;E
121999611;22397;22397 Hamburg, Duvenstedt;Einfamilienhaus (freistehend);2;190;585000;1005;5;2;2;1972;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;157,7;E
122003289;23816;23816 Groß Niendorf, Segeberg (Kreis);Besondere Immobilie;2;277;415000;3000;11;;;1923;1975;;;Öl-Heizung;Öl;liegt vor;Verbrauchsausweis;;B
122005081;38468;38468 Ehra-Lessien, Gifhorn (Kreis);Doppelhaushälfte;1;122,23;319000;840;4;;;1994;2017;Haus fertig gestellt;Neuwertig;Zentralheizung;Öl, Holz;liegt vor;Verbrauchsausweis;;F
122005087;38468;38468 Ehra-Lessien, Gifhorn (Kreis);Doppelhaushälfte;1;155;349000;840;4;;;1994;2017;Haus fertig gestellt;Neuwertig;Zentralheizung;Öl, Holz;liegt vor;Verbrauchsausweis;;D
122020873;16727;16727 Oberkrämer, Oberhavel (Kreis);Doppelhaushälfte;3;125;334800;352;5;4;1;1997;;Haus fertig gestellt;;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;168,4;F
122021850;14089;14089 Berlin, Kladow;Mehrfamilienhaus;1;161,55;680000;600;6;;2;1987;;;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;C
122024442;16567;16567 Mühlenbeck, Mühlenbecker Land;Bungalow;1;120;465000;1178;4;3;1;1989;1995;Haus fertig gestellt;;Öl-Heizung;Öl;liegt vor;Verbrauchsausweis;;E
122024507;22393;22393 Hamburg-Sasel, Hamburg;Einfamilienhaus (freistehend);1;189;1550000;676;6;5;;2021;;;Erstbezug;Fußbodenheizung;Solar;liegt vor;Bedarfsausweis;25,7;A+
122024674;15746;15746 Groß Köris, Dahme-Spreewald (Kreis);Mehrfamilienhaus;3;170;1200000;1413;6;3;3;1925;2018;Haus fertig gestellt;Modernisiert;Etagenheizung;Gas;liegt vor;Bedarfsausweis;230,9;G
122024764;15732;15732 Schulzendorf, Dahme-Spreewald (Kreis);Mehrfamilienhaus;2;186;750000;1413;7;5;4;2003;2017;Haus fertig gestellt;Gepflegt;Fußbodenheizung;Gas;liegt vor;Verbrauchsausweis;;C
122025837;13587;13587 Berlin, Hakenfelde;Einfamilienhaus (freistehend);2;135;650000;620;5;;;1937;2010;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;G
122036906;14974;14974 Ludwigsfelde, Teltow-Fläming (Kreis);;2;209;830000;1500;6;3;2;1990;;;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
122051393;21465;21465 Reinbek, Stormarn (Kreis);Einfamilienhaus (freistehend);2;126;619000;1100;4;3;;1960;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;240,4;G
122054043;24893;24893 Taarstedt, Schleswig-Flensburg (Kreis);Bungalow;2;211;260000;1383;5;4;2;1978;1996;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;155,5;E
122068573;13591;13591 Berlin / Staaken, Berlin;Mehrfamilienhaus;2;150;495000;1175;5;2;2;1935;2019;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
122073829;13129;13129 Berlin, Blankenburg;Einfamilienhaus (freistehend);2;194;899000;958;7;6;2;1999;2020;;Gepflegt;Gas-Heizung;Gas, Holz;liegt vor;Verbrauchsausweis;;C
122078519;23619;23619 Zarpen, Stormarn (Kreis);Einfamilienhaus (freistehend);2;87;249000;455;3;2;1;1972;;;;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;288,7;H
122111104;21255;21255 Tostedt, Harburg (Kreis);Einfamilienhaus (freistehend);2;330;799000;1263;10;6;3;1964;;;Saniert;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;C
122111367;21629;21629 Neu Wulmstorf, Harburg (Kreis);Reihenmittelhaus;2;100,72;315000;160;4;3;1;1970;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;124,5;D
122118713;12209;12209 Berlin, Lichterfelde;Mehrfamilienhaus;4;691,06;4374000;815,54;24;6;;2021;;;Neuwertig;Wärmepumpe;;liegt vor;Bedarfsausweis;28;A+
122119019;12209;12209 Berlin Lichterfelde Steglitz, Lichterfelde;Mehrfamilienhaus;4;1073,92;6636000;1247;34;;12;2021;;;Erstbezug nach Sanierung;Wärmepumpe;;liegt vor;Bedarfsausweis;28;A+
122135847;12277;12277 Berlin, Mariendorf;Doppelhaushälfte;3;225;600000;345;6;4;2;1985;;;Renovierungsbedürftig;Zentralheizung;Erdgas leicht;liegt vor;Verbrauchsausweis;;C
122149268;21376;21376 Gödenstorf, Harburg (Kreis);Einfamilienhaus (freistehend);2;98;339000;652;3;2;1;1977;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;246;G
122152038;23619;23619 Zarpen, Stormarn (Kreis);Villa;2;309;1825000;1475;6;4;3;1998;;;;Fußbodenheizung;Gas;liegt vor;Verbrauchsausweis;;F
122169439;09236;09236 Claußnitz, Mittelsachsen (Kreis);Einfamilienhaus (freistehend);1;139;249000;503;6;3;2;1996;;Haus fertig gestellt;Gepflegt;Zentralheizung;Flüssiggas;liegt vor;Bedarfsausweis;92,1;C
122171870;16356;16356 Ahrensfelde, Barnim (Kreis);Einfamilienhaus (freistehend);1;120;520000;633;4;3;1;2010;;;Gepflegt;Wärmepumpe;;liegt vor;Verbrauchsausweis;;A+
122172712;21481;21481 Lauenburg, Lauenburg/Elbe;Einfamilienhaus (freistehend);1;139;228000;372;6;4;1;1895;1975;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;349;H
122174024;12209;12209 Berlin Lichterfelde Steglitz, Lichterfelde;Reihenmittelhaus;3;191,43;1097000;71;5;3;2;2021;;;Neuwertig;Wärmepumpe;;liegt vor;Bedarfsausweis;28;A+
122174341;12209;12209 Berlin Lichterfelde Steglitz, Lichterfelde;Doppelhaushälfte;3;191,43;1125000;125;5;2;2;2021;;;Neuwertig;Wärmepumpe;;liegt vor;Bedarfsausweis;28;A+
122175225;12209;12209 Berlin Lichterfelde Steglitz, Lichterfelde;Reihenmittelhaus;3;191,43;1125000;237;5;2;2;2021;;;Neuwertig;Wärmepumpe;;liegt vor;Bedarfsausweis;28;A+
122175431;22605;22605 Hamburg, Othmarschen;Villa;1;274,38;2980000;632;6,5;3;4;2021;;;;;Gas;liegt vor;Bedarfsausweis;37;A
122179064;22523;22523 Hamburg, Eidelstedt;Reihenmittelhaus;1;89;349000;230;4;3;1;1960;;;;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;E
122179201;25436;25436 Tornesch, Pinneberg (Kreis);Reiheneckhaus;2;103;380000;256;4;3;1;2019;;Haus in Planung (projektiert);Erstbezug;Zentralheizung;Gas;liegt vor;Bedarfsausweis;55;A
122180415;13503;13503 Berlin, Heiligensee;Einfamilienhaus (freistehend);3;395;1980000;1418;9;5;5;2006;2018;Haus fertig gestellt;Neuwertig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;95;C
122199909;20251;20251 Hamburg, Hoheluft-Ost;Wohnimmobilie (sonstige);4;364;3250000;1;7,5;;;2004;;;;Fernwärme;Fernwärme;;Verbrauchsausweis;;D
122199954;21465;21465 Wentorf, Wentorf bei Hamburg;Wohnimmobilie (sonstige);4;231;795000;1006;7,5;5;3;1912;;;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
122201047;15806;15806 Zossen/Dabendorf, Zossen;Doppelhaushälfte;4;146,03;495000;599;5;3;1;2020;;;Erstbezug;;Gas;liegt vor;Bedarfsausweis;44,8;A
122202592;04552;04552 Borna, Leipzig (Kreis);Doppelhaushälfte;2;230;325000;678;5;5;2;1952;2002;;Saniert;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;C
122203123;22395;22395 Hamburg - Bergstedt, Hamburg;Einfamilienhaus (freistehend);2;330;1700000;1020;10;6;5;2000;2020;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
122206567;21493;21493 Schwarzenbek, Herzogtum Lauenburg (Kreis);Einfamilienhaus (freistehend);2;144;389000;490;6;;;1905;;;;;Gas;liegt vor;Bedarfsausweis;197,5;F
122209032;15345;15345 Altlandsberg, Märkisch-Oderland (Kreis);Einfamilienhaus (freistehend);1;110;499000;588;4;1;1;2002;2016;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
122209554;21227;21227 Bendestorf, Harburg (Kreis);Einfamilienhaus (freistehend);1;156;719000;1200;5;3;1;1989;2019;;Neuwertig;Fußbodenheizung;Gas;liegt vor;Verbrauchsausweis;;D
122210065;22969;22969 Witzhave, Stormarn (Kreis);;1;200;549900;610;7;4;2;1992;2015;;Gepflegt;Fußbodenheizung;Gas;liegt vor;Verbrauchsausweis;;C
122211706;12209;12209 Berlin, Lichterfelde;Einfamilienhaus (freistehend);2;200;1190000;849;6;4;2;1958;2016;Haus fertig gestellt;Neuwertig;Zentralheizung;Solar, Gas;liegt vor;Bedarfsausweis;176,45;F
122227298;22459;22459 Hamburg, Niendorf;Doppelhaushälfte;3;118;695000;139;4;3;2;2019;;;Erstbezug;Fußbodenheizung;Gas;liegt vor;Bedarfsausweis;29,9;A+
122233313;22880;22880 Wedel, Pinneberg (Kreis);Mehrfamilienhaus;2;543,27;2500000;506;20;14;6;2020;;;;Fußbodenheizung;Erdwärme;liegt vor;Bedarfsausweis;48,6;A
122235663;22085;22085 Hamburg, Uhlenhorst;Villa;2;360;3700000;256;5;4;3;2020;;;Erstbezug;Fußbodenheizung;Fernwärme;liegt vor;Bedarfsausweis;71,3;B
122245465;16727;16727 Oberkrämer OT Vehlefanz, Oberkrämer;Reiheneckhaus;3;112;318000;215;4;3;2;2000;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;F
122248761;21244;21244 Buchholz in der Nordheide, Harburg (Kreis);Reiheneckhaus;3;90;389000;235;3;2;1;1991;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
122249947;16727;16727 Oberkrämer / Bärenklau, Oberkrämer;Mehrfamilienhaus;3;180;795000;3600;8;5;2;1930;;Haus fertig gestellt;Saniert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
122255746;12437;12437 Berlin, Plänterwald;Mehrfamilienhaus;3;353,42;918000;0;16;8;8;1939;;Haus fertig gestellt;Gepflegt;Zentralheizung;Fernwärme;liegt vor;Verbrauchsausweis;;C
122258321;21516;21516 Müssen , Kr Hzgt Lauenb, Müssen;Einfamilienhaus (freistehend);3;280;695000;1423;7;;;1995;;;Gepflegt;Fußbodenheizung;Gas;liegt vor;Bedarfsausweis;98,4;C
122261886;12529;12529 Dahme-Spreewald-Schönefeld, Dahme-Spreewald (Kreis);Einfamilienhaus (freistehend);3;174;719000;406;5;4;2;2016;;Haus fertig gestellt;Neuwertig;Zentralheizung;Strom;liegt vor;Bedarfsausweis;67,9;B
122263897;15566;15566 Schöneiche bei Berlin, Oder-Spree (Kreis);Einfamilienhaus (freistehend);3;145;620000;958;5;3;2;1996;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;128,6;D
122269636;12351;12351 Berlin, Buckow;Bungalow;1;120;498000;576;4;3;1;1974;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;271,1;H
122270322;22605;22605 Hamburg, Othmarschen;Villa;1;274;2980000;628;5;3;3;2020;;;Erstbezug;;Gas;;Bedarfsausweis;33;A
122270342;22605;22605 Hamburg, Othmarschen;Villa;1;274;2980000;632;5;3;3;2020;;;Erstbezug;;Gas;;Bedarfsausweis;33;A
122273164;21514;21514 Büchen, Herzogtum Lauenburg (Kreis);Besondere Immobilie;3;504;1295000;25000;12;6;4;1900;;Haus fertig gestellt;Gepflegt;;Öl;liegt vor;Verbrauchsausweis;;C
122273846;21224;21224 Rosengarten, Harburg (Kreis);Bungalow;3;110;549000;1050;4;;;1980;;;;Öl-Heizung;;liegt vor;Verbrauchsausweis;;E
122275912;13581;13581 Berlin-Spandau, Wilhelmstadt;Einfamilienhaus (freistehend);1;104,45;622000;341;4;;1;1970;2018;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;G
122276805;23858;23858 Reinfeld, Reinfeld (Holstein);Villa;1;250;990000;857;7;4;1;1911;;;;;Gas;liegt vor;Bedarfsausweis;118;D
122278121;16515;16515 Oranienburg, Oberhavel (Kreis);Einfamilienhaus (freistehend);2;218;398000;1061;6;5;2;1982;;Haus fertig gestellt;Gepflegt;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;C
122279272;16567;16567 Mühlenbeck, Mühlenbecker Land;Einfamilienhaus (freistehend);2;120;465000;1178;4;;;1989;1995;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;E
122281212;21335;21335 Lüneburg, Oedeme;Mehrfamilienhaus;2;258;880000;954;7;;;1997;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;C
